instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
5476353,21392,MAGADSUGAR,MAGADH SUGAR & ENERGY,0,,0,0.05,1,EQ,NSE,NSE
5478145,21399,GANGESSECU,GANGES SECURITIES,0,,0,0.01,1,EQ,NSE,NSE
5478657,21401,TATAGOLD,TATAAML-TATAGOLD,0,,0,0.01,1,EQ,NSE,NSE
5479937,21406,AVADHSUGAR,AVADH SUG & ENERGY,0,,0,0.05,1,EQ,NSE,NSE
5484289,21423,MOM100,MOTILAL OS MIDCAP100 ETF,0,,0,0.01,1,EQ,NSE,NSE
5485313,21427,THEINVEST,THE INVEST TRUST OF IND L,0,,0,0.01,1,EQ,NSE,NSE
5485569,21428,TATSILV,TATAAML-TATSILV,0,,0,0.01,1,EQ,NSE,NSE
5496065,21469,OPTIEMUS,OPTIEMUS INFRACOM,0,,0,0.05,1,EQ,NSE,NSE
5498113,21477,SGBJUL25-GB,SGB2.50%JUL2025SR-II17-18,0,,0,0.01,1,EQ,NSE,NSE
5498369,21478,UTINEXT50,UTIAMC - UTINEXT50,0,,0,0.01,1,EQ,NSE,NSE
5499905,21484,STEL,STEL HOLDINGS,0,,0,0.05,1,EQ,NSE,NSE
5504257,21501,SIS,SIS,0,,0,0.05,1,EQ,NSE,NSE
5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0,,0,0.1,1,EQ,NSE,NSE
5517057,21551,SMSLIFE,SMS LIFESCIENCES (I),0,,0,0.1,1,EQ,NSE,NSE
5523969,21578,COMSYN,COMMERCIAL SYN BAGS,0,,0,0.01,1,EQ,NSE,NSE
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL,0,,0,0.05,1,EQ,NSE,NSE
5535489,21623,APEX,APEX FROZEN FOODS,0,,0,0.01,1,EQ,NSE,NSE
5549825,21679,HINDMOTORS-BE,HINDUSTAN MOTORS,0,,0,0.01,1,EQ,NSE,NSE
5550849,21683,BRNL,BHARAT ROAD NETWORK,0,,0,0.01,1,EQ,NSE,NSE
5552641,21690,DIXON,DIXON TECHNO (INDIA),0,,0,1,1,EQ,NSE,NSE
5556481,21705,MEDIASSIST,MEDI ASSIST HEALTH SER L,0,,0,0.05,1,EQ,NSE,NSE
5557249,21708,DCAL-BE,DISHMAN CARBO AMCIS,0,,0,0.05,1,EQ,NSE,NSE
5561089,21723,LASA-BE,LASA SUPERGENERICS,0,,0,0.01,1,EQ,NSE,NSE
5561857,21726,MATRIMONY,MATRIMONY.COM,0,,0,0.05,1,EQ,NSE,NSE
5564161,21735,737GR2054-GS,GOI LOAN   7.37% 2054,0,,0,0.01,1,EQ,NSE,NSE
5564673,21737,RHFL-BE,RELIANCE HOME FINANCE,0,,0,0.01,1,EQ,NSE,NSE
5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0,,0,0.1,1,EQ,NSE,NSE
5567745,21749,CAPACITE,CAPACITE INFRAPROJECT,0,,0,0.05,1,EQ,NSE,NSE
5568001,21750,LIQUIDCASE,ZERODHA NIFTY 1D RATE LIQUID ETF,0,,0,0.01,1,EQ,NSE,NSE
5573121,21770,ICICIGI,ICICI LOMBARD GIC,0,,0,0.1,1,EQ,NSE,NSE
5579265,21794,DAVANGERE,DAVANGERE SUGAR COMPANY L,0,,0,0.01,1,EQ,NSE,NSE
5582849,21808,SBILIFE,SBI LIFE INSURANCE CO,0,,0,0.1,1,EQ,NSE,NSE
5587969,21828,TEXRAIL,TEXMACO RAIL & ENG.,0,,0,0.01,1,EQ,NSE,NSE
5591041,21840,DIAMONDYD,PRATAAP SNACKS,0,,0,0.1,1,EQ,NSE,NSE
5619457,21951,HFCL,HFCL,0,,0,0.01,1,EQ,NSE,NSE
5620993,21957,INDTERRAIN,IND TERRAIN FASHIONS,0,,0,0.01,1,EQ,NSE,NSE
5621505,21959,NIFTYBETF,BFAM - NIFTYBETF,0,,0,0.01,1,EQ,NSE,NSE
5628417,21986,BANKBETF,BFAM - BANKBETF,0,,0,0.01,1,EQ,NSE,NSE
5691649,22233,DHUNINV,DHUNSERI INVESTMENTS,0,,0,0.1,1,EQ,NSE,NSE
5693185,22239,EBBETF0431,EDELAMC - EBBETF0431,0,,0,0.01,1,EQ,NSE,NSE
5693953,22242,SGBJUL28IV-GB,2.50%GOLDBONDS2028SR-IV,0,,0,0.01,1,EQ,NSE,NSE
5697281,22255,NDRAUTO,NDR AUTO COMPONENTS,0,,0,0.1,1,EQ,NSE,NSE
5702913,22277,WORTH,WORTH PERIPHERALS,0,,0,0.01,1,EQ,NSE,NSE
5704705,22284,TIRUPATIFL-BE,TIRUPATI FORGE,0,,0,0.01,1,EQ,NSE,NSE
5706753,22292,577GS2030-GS,GOI LOAN 5.77% 2030,0,,0,0.01,1,EQ,NSE,NSE
5710849,22308,MINDSPACE-RR,MINDSPACE BUSINESS P REIT,0,,0,0.01,1,EQ,NSE,NSE
5720065,22344,ALPL30IETF,ICICIPRAMC - ICICIALPLV,0,,0,0.01,1,EQ,NSE,NSE
5721345,22349,MACPOWER-BE,MACPOWER CNC MACHINES,0,,0,0.1,1,EQ,NSE,NSE
5724161,22360,MCL,MADHAV COPPER,0,,0,0.01,1,EQ,NSE,NSE
5725441,22365,ITIETF,ICICIPRAMC - ICICITECH,0,,0,0.01,1,EQ,NSE,NSE
5728513,22377,MAXHEALTH,MAX HEALTHCARE INS,0,,0,0.1,1,EQ,NSE,NSE
5730561,22385,SGBAUG28V-GB,2.50%GOLDBONDS2028SR-V,0,,0,0.01,1,EQ,NSE,NSE
5738241,22415,LOVABLE,LOVABLE LINGERIE,0,,0,0.01,1,EQ,NSE,NSE
5740289,22423,TOTAL,TOTAL TRANSPORT SYS,0,,0,0.01,1,EQ,NSE,NSE
5741569,22428,MAXIND,MAX INDIA,0,,0,0.01,1,EQ,NSE,NSE
5742849,22433,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,0,,0,0.01,1,EQ,NSE,NSE
5744129,22438,68GS2060-GS,GOI LOAN  6.8% 2060,0,,0,0.01,1,EQ,NSE,NSE
5744641,22440,UTIBANKETF,UTIAMC - UTIBANKETF,0,,0,0.01,1,EQ,NSE,NSE
5750529,22463,EPACK,EPACK DURABLE,0,,0,0.05,1,EQ,NSE,NSE
5753857,22476,SGBDE31III-GB,2.50%GOLDBONDS2031SR-III,0,,0,0.01,1,EQ,NSE,NSE
5754113,22477,NOVAAGRI,NOVA AGRITECH,0,,0,0.01,1,EQ,NSE,NSE
5756929,22488,NIFITETF,UTIAMC - NIFITETF,0,,0,0.01,1,EQ,NSE,NSE
5765377,22521,NIF5GETF,UTIAMC - NIF5GETF,0,,0,0.01,1,EQ,NSE,NSE
5766145,22524,NIF10GETF,UTIAMC - NIF10GETF,0,,0,0.01,1,EQ,NSE,NSE
5777409,22568,BLSE-BE,BLS E-SERVICES,0,,0,0.01,1,EQ,NSE,NSE
5783553,22592,HEALTHADD,DSPAMC - HEALTHADD,0,,0,0.01,1,EQ,NSE,NSE
5784321,22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,0,,0,0.01,1,EQ,NSE,NSE
5786113,22602,PFS,PTC INDIA FIN SERV,0,,0,0.01,1,EQ,NSE,NSE
5798145,22649,PARKHOTELS,PARKHOTELS,0,,0,0.01,1,EQ,NSE,NSE
5799937,22656,SIGNPOST,SIGNPOST INDIA,0,,0,0.01,1,EQ,NSE,NSE
5801729,22663,JSFB,JANA SMALL FIN BANK,0,,0,0.05,1,EQ,NSE,NSE
5803521,22670,RPTECH,RASHI PERIPHERALS,0,,0,0.05,1,EQ,NSE,NSE
5804801,22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,0,,0,0.05,1,EQ,NSE,NSE
5815553,22717,ENTERO,ENTERO HEALTHCARE SOLU L,0,,0,0.1,1,EQ,NSE,NSE
5816833,22722,LICNMID100,LICNAMC - LICNMID100,0,,0,0.01,1,EQ,NSE,NSE
5818881,22730,VSTL,VIBHOR STEEL TUBES,0,,0,0.01,1,EQ,NSE,NSE
5821185,22739,MON100,MOTILAL OS NASDAQ100 ETF,0,,0,0.01,1,EQ,NSE,NSE
5842945,22824,JUNIPER,JUNIPER HOTELS,0,,0,0.05,1,EQ,NSE,NSE
5844993,22832,SMALLCAP,MIRAEAMC - SMALLCAP,0,,0,0.01,1,EQ,NSE,NSE
5848577,22846,GPTHEALTH,GPT HEALTHCARE,0,,0,0.01,1,EQ,NSE,NSE
5858817,22886,SGBFEB32IV-GB,2.50%GOLDBONDS2032SR-IV,0,,0,0.01,1,EQ,NSE,NSE
5862657,22901,GOLDCASE,ZERODHA GOLD ETF,0,,0,0.01,1,EQ,NSE,NSE
5870081,22930,PLATIND,PLATINUM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
5874433,22947,EXICOM,EXICOM TELE SYSTEMS,0,,0,0.01,1,EQ,NSE,NSE
5882881,22980,MUKKA,MUKKA PROTEINS,0,,0,0.01,1,EQ,NSE,NSE
5894913,23027,LANCORHOL,LANCOR HOLDINGS,0,,0,0.01,1,EQ,NSE,NSE
5897217,23036,INDUSINVIT-IV,INDUS INFRA TRUST,0,,0,0.01,1,EQ,NSE,NSE
5899009,23043,RKSWAMY,R K SWAMY,0,,0,0.01,1,EQ,NSE,NSE
5902337,23056,JGCHEM,J.G.CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
5904897,23066,GOPAL,GOPAL SNACKS,0,,0,0.05,1,EQ,NSE,NSE
5920513,23127,SCILAL,SHIPPING CORP OF ILA,0,,0,0.01,1,EQ,NSE,NSE
5924353,23142,PVSL,POPULAR VEHICLES N SER L,0,,0,0.01,1,EQ,NSE,NSE
5933569,23178,KRYSTAL-BE,KRYSTAL INTEGRATED SER L,0,,0,0.05,1,EQ,NSE,NSE
5934337,23181,MOSMALL250,MOTILALAMC - MOSMALL250,0,,0,0.01,1,EQ,NSE,NSE
5935105,23184,MOREALTY,MOTILALAMC - MOREALTY,0,,0,0.01,1,EQ,NSE,NSE
5981953,23367,SABTNL-BE,SRI ADHIKARI BRO TELE N L,0,,0,0.05,1,EQ,NSE,NSE
5986817,23386,VHLTD-BE,VICEROY HOTELS,0,,0,0.01,1,EQ,NSE,NSE
5990913,23402,SRM,SRM CONTRACTORS,0,,0,0.05,1,EQ,NSE,NSE
5992193,23407,LIQUIDADD,DSPAMC - LIQUIDADD,0,,0,0.01,1,EQ,NSE,NSE
6006529,23463,71GS2034-GS,GOI LOAN  7.1% 2034,0,,0,0.01,1,EQ,NSE,NSE
6010881,23480,SINCLAIR,SINCLAIRS HOTELS,0,,0,0.01,1,EQ,NSE,NSE
6013185,23489,BHARTIHEXA,BHARTI HEXACOM,0,,0,0.1,1,EQ,NSE,NSE
6019073,23512,TARACHAND,TARA CHAND INFRA SOLN,0,,0,0.01,1,EQ,NSE,NSE
6020609,23518,723GS2039-GS,GOI LOAN  7.23% 2039,0,,0,0.01,1,EQ,NSE,NSE
6029569,23553,AIIL,AUTHUM INVEST & INFRA,0,,0,0.1,1,EQ,NSE,NSE
6030849,23558,734GS2064-GS,GOI LOAN  7.34% 2064,0,,0,0.01,1,EQ,NSE,NSE
6039041,23590,GLOSTERLTD,GLOSTER,0,,0,0.05,1,EQ,NSE,NSE
6044417,23611,BALUFORGE-BE,BALU FORGE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
6046977,23621,JNKINDIA,JNK INDIA,0,,0,0.05,1,EQ,NSE,NSE
6053633,23647,FILATFASH,FILATEX FASHIONS,0,,0,0.01,1,EQ,NSE,NSE
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,0,,0,0.1,1,EQ,NSE,NSE
6063873,23687,ANURAS-W1,ANUPAM RASAYAN INDIA,0,,0,0.05,1,EQ,NSE,NSE
6065409,23693,INDGN,INDEGENE,0,,0,0.05,1,EQ,NSE,NSE
6074625,23729,AADHARHFC,AADHAR HOUSING FINANCE L,0,,0,0.05,1,EQ,NSE,NSE
6077441,23740,TBOTEK,TBO TEK,0,,0,0.1,1,EQ,NSE,NSE
6092545,23799,GODIGIT,GO DIGIT GENERAL INS,0,,0,0.05,1,EQ,NSE,NSE
6093825,23804,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,0,,0,0.01,1,EQ,NSE,NSE
6094337,23806,ABSLPSE,BIRLASLAMC-ABSLPSE,0,,0,0.01,1,EQ,NSE,NSE
6106625,23854,702GS2027-GS,GOI LOAN  7.02% 2027,0,,0,0.01,1,EQ,NSE,NSE
6106881,23855,MIDSMALL,MIRAEAMC - MIDSMALL,0,,0,0.01,1,EQ,NSE,NSE
6109185,23864,AWFIS,AWFIS SPACE SOLUTIONS,0,,0,0.05,1,EQ,NSE,NSE
6122241,23915,LIQUIDBETF,BFAM - LIQUIDBETF,0,,0,0.01,1,EQ,NSE,NSE
6123265,23919,704GS2029-GS,GOI LOAN  7.04% 2029,0,,0,0.01,1,EQ,NSE,NSE
6147585,24014,BOROSCI,BOROSIL SCIENTIFIC,0,,0,0.01,1,EQ,NSE,NSE
6150401,24025,KRONOX,KRONOX LAB SCIENCES,0,,0,0.01,1,EQ,NSE,NSE
6161153,24067,IXIGO,LE TRAVENUES TECHNOLOGY L,0,,0,0.01,1,EQ,NSE,NSE
6162433,24072,702GS2031-GS,GOI LOAN  7.02% 2031,0,,0,0.01,1,EQ,NSE,NSE
6163713,24077,MID150CASE,ZERODHA NIFTY MIDCAP 150 ETF,0,,0,0.01,1,EQ,NSE,NSE
6164737,24081,TOP100CASE,ZERODHA NIFTY LARGECAP 100 ETF,0,,0,0.01,1,EQ,NSE,NSE
6173953,24117,BBNPNBETF,BARODABNP - BBNPNBETF,0,,0,0.01,1,EQ,NSE,NSE
6181121,24145,RETAIL,JHS SVENDGAARD RETAIL V L,0,,0,0.01,1,EQ,NSE,NSE
6183425,24154,DEEDEV,DEE DEVELOPMENT ENG,0,,0,0.05,1,EQ,NSE,NSE
6184705,24159,AFIL,AKME FINTRADE (INDIA),0,,0,0.01,1,EQ,NSE,NSE
6191105,24184,PIIND,PI INDUSTRIES,0,,0,0.1,1,EQ,NSE,NSE
6192641,24190,SYMPHONY,SYMPHONY,0,,0,0.1,1,EQ,NSE,NSE
6194177,24196,VADILALIND,VADILAL INDUSTRIES,0,,0,0.5,1,EQ,NSE,NSE
6199553,24217,IVZINNIFTY,INVESCO INDIA NIFTY ETF,0,,0,0.01,1,EQ,NSE,NSE
6201601,24225,RELAXO,RELAXO FOOT,0,,0,0.05,1,EQ,NSE,NSE
6201857,24226,STANLEY,STANLEY LIFESTYLES,0,,0,0.05,1,EQ,NSE,NSE
6203137,24231,OMINFRAL,OM INFRA,0,,0,0.01,1,EQ,NSE,NSE
6211841,24265,ESTER,ESTER INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
6218753,24292,VSTTILLERS,VST TILLERS TRACTORS,0,,0,0.1,1,EQ,NSE,NSE
6222849,24308,ABDL,ALLIED BLEND N DISTILS L,0,,0,0.05,1,EQ,NSE,NSE
6226177,24321,VRAJ,VRAJ IRON AND STEEL,0,,0,0.01,1,EQ,NSE,NSE
6237697,24366,SBISILVER,SBIAMC - SBISILVER,0,,0,0.01,1,EQ,NSE,NSE
6239745,24374,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,0,,0,0.01,1,EQ,NSE,NSE
6240769,24378,RELIABLE,RELIABLE DATA SERVICE,0,,0,0.01,1,EQ,NSE,NSE
6242817,24386,BANSALWIRE,BANSAL WIRE INDUSTRIES L,0,,0,0.05,1,EQ,NSE,NSE
6243585,24389,KARMAENG-BE,KARMA ENERGY,0,,0,0.01,1,EQ,NSE,NSE
6245121,24395,DELPHIFX-BE,DELPHI WORLD MONEY,0,,0,0.01,1,EQ,NSE,NSE
6245889,24398,EMCURE,EMCURE PHARMACEUTICALS L,0,,0,0.1,1,EQ,NSE,NSE
6247169,24403,ASHIANA,ASHIANA HOUSING,0,,0,0.05,1,EQ,NSE,NSE
6247425,24404,ABGSEC,BIRLASLAMC - ABGSEC,0,,0,0.01,1,EQ,NSE,NSE
6248705,24409,DHANUKA,DHANUKA AGRITECH,0,,0,0.1,1,EQ,NSE,NSE
6257921,24445,AGIIL,AGI INFRA,0,,0,0.05,1,EQ,NSE,NSE
6262017,24461,EVINDIA,MIRAEAMC - EVINDIA,0,,0,0.01,1,EQ,NSE,NSE
6278145,24524,SBINEQWETF,SBIAMC - SBINEQWETF,0,,0,0.01,1,EQ,NSE,NSE
6280193,24532,FILATEX,FILATEX INDIA,0,,0,0.01,1,EQ,NSE,NSE
6280449,24533,OILIETF,ICICIPRAMC - OILIETF,0,,0,0.01,1,EQ,NSE,NSE
6281729,24538,MAITHANALL,MAITHAN ALLOYS,0,,0,0.1,1,EQ,NSE,NSE
6292993,24582,SANSTAR,SANSTAR,0,,0,0.01,1,EQ,NSE,NSE
6296321,24595,RUSHIL,RUSHIL DECOR,0,,0,0.01,1,EQ,NSE,NSE
6298113,24602,RELTD-BE,RAVINDRA ENERGY,0,,0,0.01,1,EQ,NSE,NSE
6300161,24610,AVANTEL,AVANTEL,0,,0,0.01,1,EQ,NSE,NSE
6324481,24705,697GR2034-GS,GOI LOAN   6.97% 2034,0,,0,0.01,1,EQ,NSE,NSE
6327041,24715,AKUMS,AKUMS DRUGS AND PHARMA L,0,,0,0.05,1,EQ,NSE,NSE
6330881,24730,RUBFILA,RUBFILA INTERNATIONAL,0,,0,0.01,1,EQ,NSE,NSE
6332161,24735,RPEL,RAGHAV PRODUCTIVITY ENH L,0,,0,0.05,1,EQ,NSE,NSE
6333953,24742,CEIGALL,CEIGALL INDIA,0,,0,0.05,1,EQ,NSE,NSE
6342913,24777,OLAELEC,OLA ELECTRIC MOBILITY,0,,0,0.01,1,EQ,NSE,NSE
6343937,24781,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,0,,0,0.01,1,EQ,NSE,NSE
6348289,24798,GROWWEV,GROWWAMC - GROWWEV,0,,0,0.01,1,EQ,NSE,NSE
6351105,24809,UNIECOM,UNICOMMERCE ESOLUTIONS L,0,,0,0.01,1,EQ,NSE,NSE
6352385,24814,FIRSTCRY,BRAINBEES SOLUTIONS,0,,0,0.05,1,EQ,NSE,NSE
6354689,24823,MANCREDIT,MANGAL CREDIT N FINCORP L,0,,0,0.01,1,EQ,NSE,NSE
6360833,24847,GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,0,,0,0.01,1,EQ,NSE,NSE
6362625,24854,SUYOG-BE,SUYOG TELEMATICS,0,,0,0.05,1,EQ,NSE,NSE
6363137,24856,SSDL,SARASWATI SAREE DEPOT,0,,0,0.01,1,EQ,NSE,NSE
6364417,24861,METALIETF,ICICIPRAMC - METALIETF,0,,0,0.01,1,EQ,NSE,NSE
6366721,24870,INVENTURE,INVENTURE GRO & SEC,0,,0,0.01,1,EQ,NSE,NSE
6377217,24911,INTERARCH-BE,INTERARCH BLDNG SOLTN,0,,0,0.1,1,EQ,NSE,NSE
6381569,24928,ELGIRUBCO-BE,ELGI RUBBER CO.,0,,0,0.01,1,EQ,NSE,NSE
6383105,24934,GLOBALE-BE,GLOBALE TESSILE,0,,0,0.01,1,EQ,NSE,NSE
6384385,24939,MFML-BE,MAHALAXMI FABRIC MILLS LT,0,,0,0.01,1,EQ,NSE,NSE
6385665,24944,MODEFENCE,MOTILALAMC - MODEFENCE,0,,0,0.01,1,EQ,NSE,NSE
6386689,24948,LTF,L&T FINANCE,0,,0,0.01,1,EQ,NSE,NSE
6386945,24949,709GS2054-GS,GOI LOAN  7.09% 2054,0,,0,0.01,1,EQ,NSE,NSE
6390017,24961,ORIENTTECH,ORIENT TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
6391297,24966,SURAJLTD,SURAJ,0,,0,0.05,1,EQ,NSE,NSE
6392065,24969,WINDMACHIN,WINDSOR MACHINES,0,,0,0.05,1,EQ,NSE,NSE
6400769,25003,YAARI-BE,YAARI DIGI INT SER,0,,0,0.01,1,EQ,NSE,NSE
6404353,25017,BODALCHEM,BODAL CHEMICALS,0,,0,0.01,1,EQ,NSE,NSE
6412545,25049,PREMIERENE,PREMIER ENERGIES,0,,0,0.1,1,EQ,NSE,NSE
6415361,25060,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,0,,0,0.05,1,EQ,NSE,NSE
6418689,25073,RAYMONDLSL,RAYMOND LIFESTYLE,0,,0,0.1,1,EQ,NSE,NSE
6420481,25080,MULTICAP,MIRAEAMC - MULTICAP,0,,0,0.01,1,EQ,NSE,NSE
6422017,25086,TREEHOUSE-BE,TREE HOUSE EDU,0,,0,0.01,1,EQ,NSE,NSE
6423553,25092,ASAHISONG-BE,ASAHI SONGWON COLOR,0,,0,0.05,1,EQ,NSE,NSE
6429185,25114,STYLEBAAZA,BAAZAR STYLE RETAIL,0,,0,0.05,1,EQ,NSE,NSE
6434305,25134,GALAPREC,GALA PRECISION ENG,0,,0,0.05,1,EQ,NSE,NSE
6435841,25140,BROOKS-BE,BROOKS LAB,0,,0,0.01,1,EQ,NSE,NSE
6440705,25159,RVTH-BE,REVATHI EQUIPMENT INDIA L,0,,0,0.05,1,EQ,NSE,NSE
6441473,25162,EUREKAFORB,EUREKA FORBES,0,,0,0.05,1,EQ,NSE,NSE
6443777,25171,TOP10ADD,DSPAMC - TOP10ADD,0,,0,0.01,1,EQ,NSE,NSE
6445569,25178,TDPOWERSYS,TD POWER SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
6451969,25203,BALAJEE,SHREE TIRUPATI BALAJEE L,0,,0,0.01,1,EQ,NSE,NSE
6456833,25222,SANOFICONR,SANOFI CONS HEALTHC IND L,0,,0,0.5,1,EQ,NSE,NSE
6460161,25235,XTGLOBAL,XTGLOBAL INFOTECH,0,,0,0.01,1,EQ,NSE,NSE
6464513,25252,KROSS,KROSS,0,,0,0.01,1,EQ,NSE,NSE
6466049,25258,EBANKNIFTY,EDELAMC - EBANKNIFTY,0,,0,0.01,1,EQ,NSE,NSE
6467073,25262,TOLINS,TOLINS TYRES,0,,0,0.01,1,EQ,NSE,NSE
6469121,25270,BAJAJHFL,BAJAJ HOUSING FINANCE,0,,0,0.01,1,EQ,NSE,NSE
6479873,25312,PNGJL,P N GADGIL JEWELLERS,0,,0,0.05,1,EQ,NSE,NSE
6483969,25328,APLLTD,ALEMBIC PHARMA,0,,0,0.1,1,EQ,NSE,NSE
6488065,25344,VASWANI-BE,VASWANI IND,0,,0,0.01,1,EQ,NSE,NSE
6491649,25358,PGEL,PG ELECTROPLAST,0,,0,0.05,1,EQ,NSE,NSE
6500353,25392,PANAMAPET,PANAMA PETROCHEM,0,,0,0.05,1,EQ,NSE,NSE
6501889,25398,ARKADE,ARKADE DEVELOPERS,0,,0,0.01,1,EQ,NSE,NSE
6503169,25403,WCIL,WESTERN CARRIERS (IND) L,0,,0,0.01,1,EQ,NSE,NSE
6509057,25426,NORTHARC,NORTHERN ARC CAPITAL,0,,0,0.01,1,EQ,NSE,NSE
6514433,25447,GROWWLIQID,GROWWAMC - GROWWLIQID,0,,0,0.01,1,EQ,NSE,NSE
6519809,25468,PAISALO,PAISALO DIGITAL,0,,0,0.01,1,EQ,NSE,NSE
6524417,25486,TIJARIA-BE,TIJARIA POLYPIPES,0,,0,0.01,1,EQ,NSE,NSE
6526977,25496,ONELIFECAP-BE,ONELIFE CAP ADVISORS,0,,0,0.01,1,EQ,NSE,NSE
6528769,25503,INDOUS,INDO US BIOTECH,0,,0,0.01,1,EQ,NSE,NSE
6532097,25516,FLEXITUFF-BE,FLEXITUFF VENTURES INT L,0,,0,0.01,1,EQ,NSE,NSE
6546945,25574,SHAKTIPUMP,SHAKTI PUMPS (I),0,,0,0.05,1,EQ,NSE,NSE
6549505,25584,TRITURBINE,TRIVENI TURBINE,0,,0,0.05,1,EQ,NSE,NSE
6552833,25597,MANBA,MANBA FINANCE,0,,0,0.01,1,EQ,NSE,NSE
6555137,25606,MOMENTUM50,MOTILALAMC - MOMENTUM50,0,,0,0.01,1,EQ,NSE,NSE
6556673,25612,INDOTHAI-BE,INDO THAI SEC,0,,0,0.1,1,EQ,NSE,NSE
6560257,25626,UYFINCORP,U. Y. FINCORP,0,,0,0.01,1,EQ,NSE,NSE
6563329,25638,ESSARSHPNG-BE,ESSAR SHIPPING,0,,0,0.01,1,EQ,NSE,NSE
6563841,25640,LICMFGOLD,LIC MF - LIC GOLD ETF,0,,0,0.05,1,EQ,NSE,NSE
6564609,25643,KRN,KRN HEAT EXCHANGE N REF L,0,,0,0.05,1,EQ,NSE,NSE
6572033,25672,DIFFNKG,DIFFUSION ENGINEERS,0,,0,0.05,1,EQ,NSE,NSE
6575105,25684,JISLDVREQS,JAIN DVR EQUITY SHARES,0,,0,0.01,1,EQ,NSE,NSE
6576641,25690,DSSL,DYNACONS SYS & SOLN,0,,0,0.1,1,EQ,NSE,NSE
6583809,25718,POLYMED,POLY MEDICURE,0,,0,0.1,1,EQ,NSE,NSE
6585345,25724,RUPA,RUPA & COMPANY,0,,0,0.01,1,EQ,NSE,NSE
6585601,25725,BANKPSU,MIRAEAMC - BANKPSU,0,,0,0.01,1,EQ,NSE,NSE
6588417,25736,679GS2034-GS,GOI LOAN  6.79% 2034,0,,0,0.01,1,EQ,NSE,NSE
6588673,25737,SRD,SHANKAR LAL RAMPAL,0,,0,0.01,1,EQ,NSE,NSE
6590465,25744,METAL,MIRAEAMC - METAL,0,,0,0.01,1,EQ,NSE,NSE
6593537,25756,VIKASECO,VIKAS ECOTECH,0,,0,0.01,1,EQ,NSE,NSE
6594049,25758,GROWWDEFNC,GROWWAMC - GROWWDEFNC,0,,0,0.01,1,EQ,NSE,NSE
6599681,25780,APLAPOLLO,APL APOLLO TUBES,0,,0,0.1,1,EQ,NSE,NSE
6601217,25786,KANANIIND,KANANI INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
6604801,25800,GARUDA,GARUDA CONSTRUCT N ENG L,0,,0,0.01,1,EQ,NSE,NSE
6606593,25807,LLOYDSENT,LLOYDS ENTERPRISES,0,,0,0.01,1,EQ,NSE,NSE
6613761,25835,VINCOFE,VINTAGE COFFEE N BVRGS L,0,,0,0.01,1,EQ,NSE,NSE
6616065,25844,HYUNDAI,HYUNDAI MOTOR INDIA,0,,0,0.1,1,EQ,NSE,NSE
6617857,25851,VAL30IETF,ICICIPRAMC - VAL30IETF,0,,0,0.01,1,EQ,NSE,NSE
6618881,25855,AFFORDABLE,AFFORD ROBO & AUTO,0,,0,0.05,1,EQ,NSE,NSE
6623233,25872,GROWWGOLD,GROWWAMC - GROWWGOLD,0,,0,0.01,1,EQ,NSE,NSE
6624769,25878,ANKITMETAL-BZ,ANKIT MET & POW,0,,0,0.01,1,EQ,NSE,NSE
6625537,25881,IMPEXFERRO-BZ,IMPEX FERRO TECH,0,,0,0.01,1,EQ,NSE,NSE
6625793,25882,MEP-BZ,MEP INFRA. DEVELOPERS,0,,0,0.01,1,EQ,NSE,NSE
6628353,25892,DBEIL,DEEPAK BUILDERS & ENG I L,0,,0,0.01,1,EQ,NSE,NSE
6629633,25897,MINDACORP,MINDA CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
6632193,25907,WAAREEENER,WAAREE ENERGIES,0,,0,0.1,1,EQ,NSE,NSE
6635521,25920,OCCLLTD-BE,OCCL,0,,0,0.01,1,EQ,NSE,NSE
6641409,25943,GODAVARIB-BE,GODAVARI BIOREFINERIES L,0,,0,0.01,1,EQ,NSE,NSE
6650113,25977,AFCONS,AFCONS INFRASTRUCTURE,0,,0,0.05,1,EQ,NSE,NSE
6651905,25984,AVL,ADITYA VISION,0,,0,0.05,1,EQ,NSE,NSE
